nome;morada;postal;localidade;lat;lng;codigo
Colégio "Nossa Senhora da Boavista";R. Dr. Augusto Rua, nº 1  ;5000 - 575 vila real;Vila Real;41.296112;-7.739192;1714112
Colégio "Nossa Senhora do Rosário";Av. da Boavista, 2856  ;4100 - 120 porto;Porto;41.163746;-8.657329;1312398
Colégio "Novos Rumos";Rua das Tercosas, nº 385  ;4460 - 006 guifões;Guifões;41.1963;-8.676414;1308009
Colégio "O Aprendiz";Rua Visconde de Setúbal, nº 319  ;4200 - 499 porto;Porto;41.164883;-8.605469;1312017
Colégio "Salesiano";R. São João Bosco  ;5050 - 347 poiares prg;Poiares;41.181698;-7.719615;1708233
Colégio "Santa Teresa de Jesus";R. Nuno Álvares Pereira  ;4780 - 439 santo tirso;Santo Tirso;41.33974;-8.477792;1314257
Colégio Adventista de Oliveira do Douro;R. do Jorgim, nº 166  ;4430 - 436 vila nova de gaia;Oliveira do Douro;41.12065;-8.580317;1317002
Colégio Alemão do Porto;Rua Guerra Junqueiro, n.º 162  ;4150 - 386 porto;Porto;41.154312;-8.637494;1312591
Colégio Anjos do Saber;Rua Brito Capelo, n.º 782 e 802  ;4450 - 068 matosinhos;Matosinhos;41.18073;-8.689813;1308928
Colégio Arautos do Evangelho;Rua de Sezim, Apartado 2009  ;4801 - 910 guimarães;S. Tiago de Candoso;41.41793;-8.327245;308937
Colégio Cedros;Alameda Jardins da Arrábida  ;4400 - 478 vila nova de gaia;Vila Nova de Gaia;41.139645;-8.638424;1317929
Colégio Central de Gueifães;Rua António Gomes da Silva, 40  ;4470 - 057 maia;Gueifães - Maia;41.209522;-8.609188;1306657
Colégio Creche "Nossa Senhora da Bonança";Largo Eça de Queirós, n.º 30  ;4400 - 332 vila nova de gaia;Vila Nova de Gaia;41.133812;-8.631671;1317215
Colégio D. Dinis, Porto;Rua de António Carneiro, nº 405  ;4300 - 027 porto;Porto;41.1501;-8.594441;1312392
Colégio D. Duarte;R. Visconde de Setúbal, 86/100  ;4200 - 497 porto;Porto;41.162785;-8.6051445;1312033
Colégio Efanor;Avenida Manuel Pinto de Azevedo, 88  ;4460 - 359 senhora da hora;Senhora da Hora;41.185143;-8.652925;1308847
Colégio Espinheira Rio;R. da Senhora do Porto  ;4100 - 000 porto;Porto - Ramalde;41.17909;-8.626703;1312336
Colégio Euro Atlântico;R. do Tronco  ;4465 - 274 são mamede de infesta;S. Mamede de Infesta;41.185158;-8.620809;1308886
Colégio Fitinha Azul;R. da Constituição, 196  ;4410 - 313 canelas vng;Rechousa;41.09396;-8.6011305;1317386
Colégio Fonte dos Dois Amigos;Rua Dr. José Ventura, 203  ;4450 - 172 matosinhos;Matosinhos;41.18687;-8.686433;1308036
Colégio Heliântia;Av. dos Sanatórios - Edifíco Heliantia  ;4405 - 604 vila nova de gaia;Valadares;41.084915;-8.651921;1317243
Colégio Horizonte;Tv. do Carregal, 87  ;4050 - 167 porto;Porto;41.149353;-8.617844;1312899
Colégio Infantil Os Ratinhos;R. Padre Abílio Sampaio, nº 359  ;4475 - 001 maia;Barca - Maia;41.247055;-8.615124;1306611
Colégio Infantil de Nossa Senhora do Amparo;Rua Engenheiro Camilo de Mendonça, nº 158  ;5370 - 208 mirandela;Mirandela;41.476555;-7.182016;407604
Colégio Internato dos Carvalhos;Rua do Padrão, nº 83  ;4415 - 284 pedroso;Carvalhos;41.06643;-8.574169;1317481
Colégio João Paulo II;Rua de S. Frutuoso, s/n  ;4700 - 085 braga;Dume S. Martinho;41.567287;-8.436701;303264
Colégio Liceal de Santa Maria de Lamas;Rua Salgueirinha  ;4535 - 000 lourosa;Stª Mª de Lamas - Feira;40.97718;-8.570934;109937
Colégio Luso-Internacional de Braga;Rua de Igreja Velha - Gualtar  ;4710 - 069 braga;Braga;41.570045;-8.38852;303254
Colégio Madre Isabel Larranaga;Rua do Taralhão, nº 585  ;4420 - 336 gondomar;Gondomar;41.152615;-8.532443;1304027
Colégio Marca d´Água;Rua da Vila, s/n  ;4595 - 300 penamaior;Penamaior;41.279816;-8.416429;1309386
Colégio Moderno de S. José;R. Tenente Bessa Monteiro  ;5000 - 609 vila real;Vila Real;41.29976;-7.743634;1714915
Colégio Novo da Maia;R. Carlos Alberto Teixeira de Azevedo, nº 365  ;4475 - 311 maia;Milheirós;41.228386;-8.577077;1306885
Colégio Oceanus;Rua da Aldeia, nº 238  ;4405 - 540 vila nova de gaia;Valadares;41.092846;-8.62754;12127
Colégio S. Francisco de Assis;Rua de Castro, 996  ;4475 - 012 maia;Maia;41.251232;-8.6057;12123
Colégio Sezim - Egas Moniz;Raul Brandão, n.º 481 - Apartado 147  ;4801 - 910 guimarães;Guimarães;41.44548;-8.285538;308921
Colégio Teresiano;R. do Taxa, nº 106  ;4710 - 448 braga;Braga;41.55561;-8.410681;303517
Colégio Ultramarino de Nossa Senhora da Paz;Chacim - Macedo  ;5340 - 092 chacim;Chacim;41.46969;-6.900334;405457
Colégio Vieira de Castro;R. da Alegria, 647  ;4000 - 046 porto;Porto;41.1584;-8.6013775;1312416
Colégio da Casa do Menino Deus - Escola Particular e Cooperativa de 1º Ciclo;Rua Manuel Pais, 273  ;4750 - 317 barcelos;Barcelos;41.53697;-8.620319;302793
Colégio da Gandarinha - Fundação Condessa Penha Longa;Largo Mártir São Sebastião  ;3720 - 382 vila de cucujães;Cucujães;40.86818;-8.490239;113582
Colégio da Quinta Inglesa;Rua da Cavada, n.º 35  ;4420 - 074 gondomar;São Cosme;41.12943;-8.537662;1304793
Colégio da Torre Dona Chama;R. das Oliveirinhas  ;5385 - 084 torre de dona chama;Torre D Chama;41.648167;-7.131046;407570
Colégio da Trofa;R. Rainha Santa Isabel  ;4785 - 269 trofa;S. Martinho de Bougado-Trofa;41.334557;-8.554863;1314540
Colégio das Terras de Santa Maria;Rua da Azenha, 315  ;4505 - 037 argoncilhe;Vergada;41.008797;-8.547541;109416
Colégio de Amorim;R. Comendador João A. Lopes, nº 226  ;4490 - 628 póvoa de varzim;Póvoa do Varzim;41.401516;-8.740139;1313582
Colégio de Campos;R. do Colégio, 7  ;4920 - 012 campos vnc;Campos;41.966167;-8.705484;1610453
Colégio de Ermesinde;Qt. da Formiga  ;4445 - 485 ermesinde;Ermesinde;41.206516;-8.541956;1315877
Colégio de Gaia;Rua Pádua Correia, 166  ;4400 - 238 vila nova de gaia;Vila Nova de Gaia;41.125843;-8.609226;1317332
Colégio de Lamego;Ortigosa  ;5100 - 076 lamego;Lamego;41.1022;-7.802944;1805987
Colégio de Liverpool;R. da Torrinha, 37  ;4050 - 611 porto;Porto;41.152275;-8.618962;1312576
Colégio de Nossa Senhora da Bonança;R. Dr. Francisco Sá Carneiro, 1366  ;4400 - 129 vila nova de gaia;Mafamude;41.1279;-8.610669;1317082
Colégio de Nossa Senhora da Conceição;Rua das Mondas  ;4835 - 133 guimarães;Candoso;41.429306;-8.316875;308664
Colégio de Nossa Senhora da Esperança;Avenida Rodrigues de Freitas, n.º 349  ;4000 - 422 porto;Porto;41.14548;-8.602431;1312146
Colégio de Nossa Senhora de Lurdes;R. Raínha D. Estefânea, 54  ;4150 - 302 porto;Porto;41.15202;-8.629525;1312528
Colégio de S. Gonçalo de Amarante;Avenida 25 de Abril - Murtas  ;4600 - 014 amarante;Amarante;41.26946;-8.069917;1301129
Colégio de S. José de Bairros;Rua de Barrios  ;4620 - 212 lodares;Bairros;41.24001;-8.309881;1305136
Colégio de Vizela;Rua do Monte - Apartado 176  ;4815 - 000 vizela;Vizela;41.353188;-8.282078;314247
Colégio do Ave;Rua do Alto da Bandeira - Apartado 2045  ;4835 - 014 guimarães;Creixomil;41.441574;-8.312917;308875
Colégio do Minho;R. de S. Tiago, 92  ;4900 - 340 viana do castelo;Viana do Castelo;41.693108;-8.83489;1609086
Colégio do Sagrado Coração de Jesus;Rua Drº Carmona e Lima  ;5300 - 067 bragança;Bragança;41.81843;-6.760707;402846
Colégio do Sardão;Rua Colégio do Sardão, nº 481  ;4430 - 361 vila nova de gaia;Sardão;41.118618;-8.586631;1317125
Companhia da Música;Rua Sá de Miranda, nº 216  ;4700 - 416 braga;Braga;41.5459;-8.423841;303875
Conservatório Regional de Gaia;Rua António Ferreira Gomes - Apartado 556  ;4400 - 112 vila nova de gaia;Vila Nova de Gaia;41.125027;-8.613968;1317952
Conservatório Regional de Música de Vila Real;Av. Carvalho Araújo, n.º 71  ;5000 - 657 vila real;Vila Real;41.296574;-7.746332;1714006
Conservatório de Música da Maia;Quinta da Gruta - Rua João Maia  ;4475 - 643 maia;Avioso;41.264664;-8.612096;1306718
Conservatório de Música de Barcelos;Avenida das Pontes, n.º 221  ;4750 - 754 tamel (são veríssimo);Tamel S. Veríssimo;41.52917;-8.6214485;302706
Conservatório de Música de Bragança - Centro Cultural;Praça da Sé  ;5300 - 061 bragança;Bragança;41.80543;-6.7572155;402290
Conservatório de Música de Felgueiras;Av. Dr. Magalhães Lemos  ;4610 - 106 felgueiras;Felgueiras;41.368183;-8.198398;1303938
Cooperativa de Ensino "Didáxis";Rua António Sérgio, 188 Apartado 10 - Lugar da Agra  ;4765 - 181 riba de ave;Riba de Ave;41.39633;-8.39239;312395
Creche Infantário "Flor de Abril";R. de Stº Ildefonso 428-A 1º 2ºe 3º andar  ;4000 - 466 porto;Porto;41.147545;-8.600445;1312750
Creche e Jardim Infantil Albano Coelho Lima (Coelima);Rua da Cabreira, 82 - Apartado 3072 - Pevidem  ;4835 - 310 guimarães;Pevidém;41.427135;-8.361368;308528
Creche e Jardim Infantil D. Elzira Cupertino de Miranda;Rua Padre Domingos Joaquim Pereira nº 1183  ;4760 - 563 louro;Louro;41.436565;-8.540953;312923
Creche e Jardim Rainha Santa Isabel;Rua Rosa Ramalho  ;4750 - 275 barcelos;Barcelos;41.529327;-8.617938;302186
Creche e Jardim de Infância da Biquinha - Santa Casa da Misericórdia de Matosinhos;Rua Vitorino Falcão, s/n  ;4450 - 233 matosinhos;Matosinhos;41.176003;-8.671385;1308970
Creche e Jardim de Infância da Fundação Gaspar e Manuel Cardoso;Rua de São Lázaro  ;5110 - 133 armamar;Armamar;41.10805;-7.694112;1801663
Creche, Jardim-de-Infância José de Oliveira Cunha Graça;Avenida do Cávado   ;4700 - 477 palmeira brg;Palmeira;41.57925;-8.425589;303853
Creche-Jardim Infantil "D. Emilia Jesus Costa";Rua Almeida Costa, 151  ;4400 - 013 vila nova de gaia;Vila Nova de Gaia;41.127575;-8.616106;1317494
Creche-Jardim de Infância da Stª Casa da Misericórdia de Felgueiras;Av. Dr. Magalhães Lemos  ;4610 - 000 felgueiras;Margaride Felgueiras;41.37048;-8.2034;1303210
Creche-Mãe - Patronato da Sagrada Família;R. Álvaro Castelões, nº 55  ;4760 - 117 vila nova de famalicão;Vila Nova de Famalicão;41.410667;-8.522736;312813
Creche/Jardim de Infância Casa Cerqueira Gomes da Santa Casa da Misericórdia de Arcos de Valdevez;Quinta do Paraíso, Vila Fonche   ;4970 - 760 arcos de valdevez; Vila Fonche;41.851955;-8.424051;1601640
Curso de Música Silva Monteiro;Rua Guerra Junqueiro, n.º 455 - 473  ;4150 - 389 porto;Porto;41.157177;-8.637021;1312077
DIDÁLVI - Cooperativa de Ensino de Alvito - S. Pedro, CRL.;Lugar da Igreja  ;4750 - 085 alvito (são pedro);Alvito S. Pedro;41.59909;-8.591933;302759
De Mãos Dadas, Associação de Solidariedade Social;Urbanização Mãos à Obra  ;4435 - 318 rio tinto;Forno;41.19172;-8.5747175;1304729
EMAÚS - Associação de Apoio ao Deficiente Mental - Baltar;Rua de Emaús, 97  ;4580 - 030 paredes;Baltar;41.190918;-8.381673;1310775
EMP - Escola de Moda do Porto;Rua Dr. Alves da Veiga, nº 144 - 1º A/B  ;4000 - 072 porto;Porto;41.149437;-8.603029;1312367
EPA - Escola Profissional Alternância;Rua Luisa Tody  ;4465 - 196 são mamede de infesta;S. Mamede de Infesta;41.19165;-8.616189;1308077
EPEI de Ermelo;Ermelo  ;4880 - 140 ermelo mdb;Ermelo;null;null;12133
EPRALIMA - Escola Profissional do Alto Lima (Deleg.);Fonte Cova - Paço Vedro de Magalhães  ;4980 - 548 paço vedro de magalhães;Ponte da Barca;41.801926;-8.409718;1606009
EPRALIMA - Escola Profissional do Alto Lima (Sede);Rua Dr. Joaquim Carlos Cunha Cerqueia - Apartado 102  ;4974 - 909 arcos de valdevez;Arcos de Valdevez;41.848804;-8.421863;1601258
EPRAMI - Escola Profissional Alto Minho Interior (Deleg.);Estrada dos Arcos  ;4950 - 438 monção;Monção;42.071644;-8.484964;1604776
EPRAMI - Escola Profissional do Alto Minho Interior (Deleg.);Av. da Barbosa  ;4960 - 525 melgaço;Melgaço;42.115505;-8.250684;1603891
EPRAMI - Escola Profissional do Alto Minho Interior (Sede);Rua Pereira da Cunha  ;4940 - 542 paredes de coura;Paredes de Coura;41.913685;-8.564932;1605639
EPROMAT - Escola Edmundo Ferreira;Rua Conde S. Salvador, 291  ;4450 - 266 matosinhos;Matosinhos;41.18615;-8.693513;1308177
ESPRODOURO - Escola Profissional do Alto Douro;Rua Oliveira dos  Amores  ;5130 - 338 são joão da pesqueira;São João da Pesqueira;41.145622;-7.403178;1815311
ESPRORESENDE - Escola Profissional de Resende;Pousada de Minhães  ;4660 - 205 resende;Resende;41.109066;-7.942138;1813808
ETAP – Escola Profissional (Deleg.);Rua Ibérico Nogueira, Edifício Europa  ;4930 - 648 valença;Valença;42.022957;-8.644957;1608358
ETAP – Escola Profissional (Deleg.);Pavilhão da AIMINHO  ;4900 - 360 viana do castelo;Campo Senhora da Agonia;41.69066;-8.838831;1609721
ETAP – Escola Profissional (Deleg.);ETAP - Unidade de Formação de V. N. de Cerveira, Rua Costa Pereira, nº 7  ;4920 - 269 vila nova de cerveira;Vila Nova de Cerveira;41.939976;-8.745679;1610174
ETAP – Escola Profissional (Deleg.);Edíficio do Centro Social e Cultural - Centro Cívico  ;4910 - 431 vila praia de âncora;Vila Praia de Âncora;41.81497;-8.861989;1602485
ETAP – Escola Profissional (Sede);Rua Benemérito Joaquim Rosas, s/nº  ;4910 - 130 caminha;Caminha;41.871384;-8.841776;1602084
Edifacoop - Coop.Ed.Indivíduo Formação e Apoio;Rua do Barrio - Lugar da Cabrita  ;4705 - 629 sequeira;Sequeira;41.53256;-8.482451;303380
Educação Infantil Pinheiro Manso;R. Felizardo Lima, nº 65  ;4100 - 238 porto;Porto;41.16592;-8.6530485;1312904
Escola Artística Soares dos Reis, Porto;Rua Major David Magno, n.º 139  ;4000 - 191 porto;Porto;41.158493;-8.595544;1312617
Escola Artística do Conservatório de Música Calouste Gulbenkian, Braga;Rua da Fundação Gulbenkian  ;4710 - 394 braga;Braga;41.552868;-8.409926;303633
Escola Artística do Conservatório de Música do Porto;Praça Pedro Nunes  ;4050 - 466 porto;Porto;41.155464;-8.623392;1312640
Escola Artística e Profissional Árvore;Passeio das Virtudes, 14  ;4050 - 629 porto;Porto;41.144306;-8.618062;1312048
Escola Básica Abade de Mouçós, Mouçós, Vila Real;Rua da Igreja, Mouçós  ;5000 - 367 vila real;Mouçós;41.31515;-7.695913;1714003
Escola Básica Abel Varzim, Barrancos, Barcelos;Lugar de Barrancos  ;4755 - 556 vila seca bcl;Vila Seca;41.49837;-8.672451;302865
Escola Básica Adriano Correia de Oliveira, Avintes, Vila Nova de Gaia;Rua Castanheira do Ribatejo  ;4430 - 784 avintes;Avintes;41.103115;-8.552615;1317178
Escola Básica Agostinho da Silva, Guimarães;Rua de S. Tomé  ;4810 - 815 abação;Abação;41.40948;-8.271253;308007
Escola Básica Agustina Bessa Luís, Bagunte, Vila do Conde;Av. 1.º de Dezembro  ;4480 - 203 bagunte;Bagunte;41.35812;-8.662579;296727
Escola Básica Amadeo de Souza Cardoso, Telões, Amarante;Lugar do Carvalho  ;4600 - 759 telões amt;Telões;41.281788;-8.092592;1301086
Escola Básica André Soares, Braga;R. André Soares  ;4710 - 229 braga;Braga;41.546906;-8.416557;303331
Escola Básica Anes de Cernache, Vilar de Andorinho, Vila Nova de Gaia;R. de Baiza  ;4430 - 335 vila nova de gaia;Vilar de Andorinho;41.112072;-8.571961;1317163
Escola Básica Antonio Correia Oliveira, Esposende;Rua Poeta António Correia de Oliveira  ;4740 - 285 esposende;Esposende;41.53512;-8.782518;306901
Escola Básica António Alves de Amorim, Lourosa, Santa Maria da Feira;Rua da Escola C+S  ;4535 - 082 lourosa;Lourosa;40.98471;-8.5459;109099
Escola Básica António Aroso, Porto;R. Paço de Sousa - Bairro António Aroso  ;4100 - 371 porto;Aldoar;41.168736;-8.669049;1312839
Escola Básica António Feijó, Ponte de Lima;R. Dr.Luis Gonzaga, nº 49 - Apartado 7  ;4990 - 114 ponte de lima;Ponte de Lima;41.76439;-8.580228;1607788
Escola Básica António Fogaça, Barcelos;Bairro da Misericórdia  ;4750 - 825 barcelos;Barcelos;41.529957;-8.626881;302101
Escola Básica Arqueólogo Mário Cardoso, Ponte, Guimarães;R. Monte da Insua -  Apartado 4090  ;4805 - 493 são joão baptista airão;Caldas das Taipas;41.47746;-8.340575;308980
Escola Básica Arquiteto Fernando Távora, Fermentões, Guimarães;Lugar do Motelo  ;4800 - 094 guimarães;Fermentões;41.45582;-8.314296;308010
Escola Básica Augusto Gil, Porto;R. da Alegria, 351  ;4000 - 044 porto;Porto;41.152767;-8.603903;1312351
Escola Básica Augusto Gomes, Matosinhos;R. Augusto Gomes  ;4450 - 053 matosinhos;Matosinhos;41.18349;-8.679716;1308938
Escola Básica Augusto Lessa, Porto;Rua Augusto Lessa,402  ;4200 - 098 porto;Porto;41.170048;-8.599951;1312153
Escola Básica Augusto Moreno, Bragança;Avenida General Humberto Delgado  ;5300 - 167 bragança;Braganca;41.809185;-6.7644954;402719
Escola Básica Ave, Vila das Aves, Santo Tirso;R. Luís Gonzaga Mendes de Carvalho  ;4795 - 080 aves;Vila das Aves;41.368774;-8.411903;1314554
Escola Básica Bento de Freitas, Vila do Conde;Avenida Bento de Freitas, 577  ;4480 - 656 vila do conde;Vila do Conde;41.35183;-8.751479;1316001
Escola Básica Bernardino Machado, Joane, Vila Nova de Famalicão;Rua de Léognan, 160  ;4770 - 243 joane;Joane;41.439655;-8.412899;312323
Escola Básica Campo Aberto, Beiriz, Póvoa de Varzim;Praça Margarida  ;4495 - 313 póvoa de varzim;Beiriz;41.399136;-8.72593;1313186
Escola Básica Cego do Maio, Póvoa de Varzim;Rua Dr. Belarmino Pereira - Poças da Gândara  ;4490 - 609 póvoa de varzim;Póvoa de Varzim;41.377853;-8.743045;1313691
Escola Básica Comendador Ãngelo Azevedo, Oliveira de Azeméis;Rua das Sardinheiras nº 10 - Apartado 60  ;3720 - 904 vila de cucujães;São Roque;40.87939;-8.465035;113176
Escola Básica Conde Dias Garcia, São João da Madeira;Largo Conde Dias Garcia  ;3700 - 101 são joão da madeira;S. João da Madeira;40.902863;-8.4906435;116123
Escola Básica Conde Ferreira, Fafe;R. Montenegro  ;4820 - 280 fafe;Fafe;41.454025;-8.168995;307443
Escola Básica Conde São Cosme, Vila Nova de Famalicão;R. Conde de São Cosme  ;4760 - 128 vila nova de famalicão;Vila Nova de Famalicão;41.41182;-8.520337;312522
Escola Básica Costa Cabral, Porto;R. Costa Cabral, 551  ;4200 - 223 porto;Porto;41.16626;-8.59967;1312422
Escola Básica D. Afonso Henriques, Creixomil, Guimarães;R. Alberto Vieira Braga  ;4835 - 011 guimarães;Creixomil;41.440968;-8.309564;308335
Escola Básica D. António Ferreira Gomes, Ermesinde, Valongo;Rua Senhor dos Aflitos   ;4445 - 600 ermesinde;Travagem;41.22984;-8.553159;1315058
Escola Básica D. António Ferreira Gomes, Milhundos, Penafiel;R. Marquês de Pombal  ;4560 - 232 milhundos;Milhundos;41.207233;-8.272059;1311524
Escola Básica D. António José de Castro, Resende;Rua da Escola Preparatória  ;4660 - 204 resende;Resende;41.103603;-7.959234;1813302
Escola Básica D. Elvira Câmara Lopes, Campos, Póvoa de Lanhoso;Rua da Liberdade  ;4830 - 091 campos pvl;Campo;41.543682;-8.273858;296582
Escola Básica D. Gualdim Pais, Amares;Rua Castelo de Tomar nº 16  ;4720 - 790 amares;Amares;41.63408;-8.352477;296284
Escola Básica D. Manuel II, Maia;Rua do Estádio - Vermoim  ;4470 - 371 maia;Vermoim;41.235874;-8.617573;1306791
Escola Básica D. Manuel de Faria e Sousa, Margaride, Felgueiras;Rua Manuel Faria e Sousa  ;4610 - 178 felgueiras;Margaride;41.35843;-8.200069;1303850
Escola Básica D. Maria II, Gavião, Vila Nova de Famalicão;R. da Alegria-Gavião  ;4760 - 067 vila nova de famalicão;Vila Nova de Famalicão;41.41649;-8.51353;312604
Escola Básica D. Pedro I, Canidelo, Vila Nova de Gaia;R. Nova do Fojo  ;4400 - 232 vila nova de gaia;Canidelo;41.126545;-8.638158;1317811
Escola Básica D. Pedro IV, Mindelo, Vila do Conde;R. da Fonte  ;4485 - 489 mindelo;Mindelo;41.308735;-8.719148;1316798
Escola Básica Deu-la-Deu Martins, Monção;Veiga-Velha  ;4950 - 855 cortes;Monção;42.0759;-8.489084;1604090
Escola Básica Diogo Cão, Vila Real;R. Dr. Manuel Cardona  ;5000 - 558 vila real;Vila Real;41.301716;-7.738539;1714183
